Part	Country	Site	Cultural phase/ Dates	Dates	Notes on Dating	Confidence	Lower Range BC	Lower Range CE	Lower Range BP	Upper Range BC	Upper Range CE	Upper Range BP	Records	Latitude	Longtitude
Central Africa	Cameroon	Blé Mound B 	N/A	~1,290-1,440 CE		Maybe		1290	660		1440	510	1 specimen	6.21668	11.43334
Central Africa	Cameroon	Blé Mound E 	N/A	~900-1,270 CE		No		900	1050		1270	680	1 specimen	6.21667	11.43333
Central Africa	Congo	Sanga	N/A	~900-1,300 CE		No		900	1050		1300	650	1 skeleton	1.46623	15.40681
Central Africa	Rwanda	Akameru	N/A	~800-1,260 CE		No		800	1150		1260	690	specimens	-1.50346	29.63253
Central Africa	Rwanda	Cyinkomane	N/A	~800-1,300 CE		No		800	1150		1300	650	specimens	-1.50347	29.63254
Central Asia	Uzbekistan	Kurgansol	Persian Period	330-200 BCE 		Maybe	330		2280	200		2150	16 specimens	38.095594	67.184208
Eastern Africa	Comoro islands	Sima	N/A	~1,000-1,100 CE		Maybe		1000	950		1100	850	specimens	-12.21381	44.43706
Eastern Africa	Comoro islands	Domomi 	N/A	~1,000-1,300 CE		No		1000	950		1300	650	specimens	-12.21382	44.43706
Eastern Africa	Comoro islands	Koungou	N/A	~700/800-1,000 CE		No		700	1250		1000	950	specimens	-12.73681	45.20679
Eastern Africa	Comoro islands	Dembeni	N/A	~700/800-1,000 CE		No		700	1250		1000	950	specimens	-12.73682	45.20679
Eastern Africa	Ethiopia	Ona Nagast, Axum	Early Aksumite	~50/40 BCE-140/170 CE		No	50		2000		170	1780	1 specimen	14.13404	38.74730
Eastern Africa	Ethiopia	Mezber	Pre-Aksumite	~747-389 BCE	Directly RCD	Yes	747		2697	389		2339	20 specimens; 10 specimens	14.13403	38.74729
Eastern Africa	Ethiopia	Mezber	Pre-Aksumite	~820-595 BCE	Directly RCD	Yes	820		2770	595		2545	20 specimens; 10 specimens	14.13403	38.74729
Eastern Africa	Ethiopia	Ona Nagast, Axum	Middle Aksumite	~340/370-500/550 CE		No		340	1610		550	1400	3 specimens	14.13404	38.74730
Eastern Africa	Kenya	Pate 	Phase Ia	~750-850 CE		Maybe		750	1200		850	1100	specimen(s)	-2.1	41.05
Eastern Africa	Kenya	Shanga	N/A	~775-850 CE		Maybe		775	1175		850	1100	specimens	-2.283333	40.9
Eastern Africa	Kenya	Chombo	N/A	~775-975 CE		Maybe		775	1175		975	975	specimen(s)	-4.13824	39.60571
Eastern Africa	Kenya	Mgombani	N/A	~600-850 CE		No		600	1350		850	1100	specimen(s)	-1.5461	41.4936
Eastern Africa	Kenya	Manda	N/A	~850-1,250 CE		No		850	1100		1250	700	specimen(s)	-2.256786	40.935551
Eastern Africa	Madagaskar	Andaro	N/A	900-1,300 CE		No		900	1050		1300	650	specimens	-24.65	45.38333
Eastern Africa	Madagaskar	Mahilaka 	Occupation unit Ia	~875-1,000 CE		No		875	1075		1000	950	5 specimens	-13.4	48.283333
Eastern Africa	Madagaskar	Mahilaka 	Occupation unit Ib	~1,000-1,300 CE		No		1000	950		1300	650	8 specimens	-13.4	48.283333
Eastern Africa	Mauritius	Fort Frederik Hendrik		Last quarter of the 17th century CE, possibly even between 1694 and 1698 CE.	Historical Document Specific Date	Yes		1675	275		1698	252	2 specimens	-20.37389	57.72728
Eastern Africa	Mauritius	Bay giving access to Fort Frederik Hendrik	N/A	1639 CE	Historical Document Specific Date	Yes		1639	311		1639	311	written record	-20.37389	57.72728
Eastern Africa	Mauritius	Fort Frederik Hendrik	N/A	1598 CE	Historical Document Specific Date	Yes		1598	352		1598	352	written record	-20.37389	57.72728
Eastern Africa	Mozambique	Chibuene	N/A	700-1,000/1,400 CE		No		700	1250		1400	550	15 specimens	-22.033333	35.325
Eastern Africa	Tanzania	Mpiji	N/A	~575-750 CE		Maybe		575	1375		750	1200	1 specimen	-6.86667	38.95
Eastern Africa	Tanzania	Unguja Ukuu	N/A	~500(?)-1,150 CE		No		500	1450		1150	800	5 specimens	-6.13574	39.36213
Eastern Africa	Tanzania	Fukuchani	N/A	~600-800 CE		Maybe		600	1350		800	1150	specimens	-6.13573	39.36212
Eastern Africa	Tanzania	Mtambwe Mkuu	N/A	post-800 CE		No		800	1150		800	1150	specimens	-5.06667	39.71667
Eastern Asia	China	Shenmingpu 	Early Han Dynasty	202-141 BCE		Maybe	202		2152	141		2091	1 partial skeleton	33.138	111.491
Eastern Asia	China	Jiuliandun	Warring States Period	476-221 BCE		No	476		2426	221		2171	1 skeleton	31.974167	112.851667
Eastern Asia	China	Yinxu	Late Shang Dynasty 	1,320-1,046 BCE		No	1320		3270	1046		2996	1 partial	36.126667	114.313889
Eastern Asia	China	Dasikongcun	Late Shang Dynasty	1,320-1,046 BCE		No	1320		3270	1046		2996	2 skeletons	36.12522	114.33602
Eastern Asia	China	Maojiaping, Gansu Province	Warring States Period	476-221 BCE		No	476		2426	221		2171	partial skeletons	34.985278	105.016389
Eastern Asia	China	Capital city of Zhu, Shandong Province	Warring States Period	476-221 BCE		No	476		2426	221		2171	6 specimens (total site)	36.4	118.4
Eastern Asia	China	Maojiaping, Gansu Province	Spring and Autumn Period	770-476 BCE		No	770		2720	476		2426	1 partial skeleton	34.985278	105.016389
Eastern Asia	China	Capital city of Zhu, Shandong Province	Spring and Autumn Period	770-476 BCE 		No	770		2720	476		2426	6 specimens (total site)	36.4	118.4
Eastern Asia	Japan	Haruno-tsuji, Iki Island	Middle-Late Yayoi Period	100 BCE-250 CE		No	100		2050		250	1700	3 specimens	33.76297	129.75023
Eastern Asia	Japan	Karakami, Iki Island	Middle-Late Yayoi Period 	100 BCE-250 CE		No	100		2050		250	1700	2 specimens	33.79199	129.69721
Eastern Asia	Japan	Tsukasaki-higashi-hata	Middle-Late Yayoi Period	100 BCE-250 CE		No	100		2050		250	1700	1 specimen	33.20192	130.37476
Eastern Asia	Japan	Asahi	Late Yayoi Period	100 CE-250 CE		Maybe		100	1850		250	1700	1 specimen	35.22007	136.85207
Eastern Asia	Japan	Sakemi	Late Yayoi Period 	100 CE-250 CE		Maybe		100	1850		250	1700	2 specimens	33.2295	130.34729
Eastern Asia	Japan	Miyanoshita	Late Yayoi-Middle Kofun	100 CE-538CE		No		100	1850		538	1412	3 specimens	34.70549	135.53284
Europe	Austria	Frauenberg bei Leibnitz	La Tène D	~150-15 BCE		Maybe	150		2100	15		1965	17 specimens	47.433333	15.35
Europe	Austria	Faggen	La Tène D	~190/150-15 BCE		Maybe	190		2140	15		1965	1 specimen	47.080556	10.672222
Europe	Austria	Birgitz	La Tène C/D	~250-15 BCE		No	250		2200	15		1965	7 specimens	47.234167	11.300833
Europe	Austria	Roseldorf	La Tène C	250-190/150 BCE		Maybe	250		2200	150		2100	21 + 2 partial skeletons	48.64528	15.93056
Europe	Austria	Mannersdorf a. Leithagebirge	La Tène B/C	~350-190/150 BCE		Maybe	350		2300	150		2100	?	47.97446	16.60327
Europe	Austria	Göttlesbrunn	La Tène B/C	~400-190/150 BCE		No	400		2350	150		2100	13 specimens	48.05841	16.73795
Europe	Austria	Dürrnberg, Moserfeld-Osthang	La Tène B	~400-300 BCE		Maybe	400		2350	300		2250	1 partial skeleton	47.66486	13.09168
Europe	Austria	Dürrnberg, Siedlung im Ramsautal	La Tène B 	~400-300 BCE		Maybe	400		2350	300		2250	6 specimens	47.66487	13.09169
Europe	Austria	Kuffarn	La Tène B	~400-300 BCE		Maybe	400		2350	300		2250	depiction	48.28252	15.29694
Europe	Austria	Dürrnberg, Putzenkopf Nord 	La Tène A-C1	~450-200 BCE		No	450		2400	200		2150	11 specimens	47.666111	13.09
Europe	Austria	Inzersdorf-Walpertsdorf	Halstatt D/La Tène A	c. 650 - 400 BCE		No	650 		2600	400		2350	2	48.31469	15.67745
Europe	Belgium	Tongeren (Kielenstraat)	Early Roman/Obedarian Levels	~10 BCE		Maybe	10		1960	10		1960	5 specimens	50.783333	5.466667
Europe	Belgium	Tongeren (Provinciaal Gallo-Romeins Museum)	Early Roman	~27 BCE-14 CE		Maybe	27		1977		14	1936	1 specimen	50.781389	5.466111
Europe	Belgium	Tongeren (Kielenstraat)	Early Roman/Late Augustan-Tiberian levels	~10-40 CE		Maybe		10	1940		40	1910	3 specimens	50.783333	5.466667
Europe	Belgium	Tongeren (Veemarkt)	Early Roman	~50-70 CE		Maybe		50	1900		70	1880	6 specimens	50.78419	5.47449
